customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,tenure_group,AvgMonthlyCharge
0486-HECZI,Yes,Male,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,+3 anos,95.25272727272727
0486-LGCCH,No,Male,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,225.75,0-1 ano,20.522727272727273
0487-CRLZF,No,Female,No,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,+3 anos,75.95714285714286
0487-RPVUM,No,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,+3 anos,97.43688524590164
0487-VVUVK,No,Male,No,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.15,477.6,2-3 anos,19.104
0488-GSLFR,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,0-1 ano,69.5
0489-WMEMG,No,Female,No,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,1-2 anos,48.667391304347824
0491-KAPQG,No,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,1558.7,1-2 anos,74.22380952380952
0495-RVCBF,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,0-1 ano,79.7
0495-ZBNGW,Yes,Male,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,0-1 ano,68.78999999999999
0496-AHOOK,No,Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,1-2 anos,71.37083333333334
0504-HHAPI,Yes,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,2-3 anos,91.39814814814815
0505-SPOOW,No,Female,No,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.8,1397.65,+3 anos,19.966428571428573
0506-LVNGN,Yes,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,0-1 ano,69.92999999999999
0506-YLVKJ,No,Male,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.2,917.45,+3 anos,19.944565217391304
0508-OOLTO,No,Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,0-1 ano,67.875
0508-SQWPL,No,Female,No,Yes,Yes,57,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.1,1087.7,+3 anos,19.082456140350878
0510-EXSMQ,,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,651.5,0-1 ano,72.38888888888889
0511-JTEOY,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,0-1 ano,71.1
0512-FLFDW,No,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0,+3 anos,100.48333333333333
0513-RBGPE,No,Male,No,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,+3 anos,61.58783783783784
0515-YPMCW,Yes,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,0-1 ano,70.45
0516-OOHAR,No,Male,No,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,2-3 anos,99.96428571428571
0516-QREYC,No,Female,Yes,No,No,24,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.3,459.95,1-2 anos,19.164583333333333
0516-UXRMT,No,Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,+3 anos,92.83548387096775
0516-VRYBW,Yes,Female,No,No,Yes,18,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.15,390.85,1-2 anos,21.71388888888889
0516-WJVXC,Yes,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,0-1 ano,61.65
0519-DRGTI,No,Female,No,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,442.6,1-2 anos,22.130000000000003
0519-XUZJU,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,0-1 ano,70.75
0520-FDVVT,Yes,Male,No,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,2-3 anos,103.60285714285715
0523-VNGTF,No,Female,Yes,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,+3 anos,49.35192307692308
0524-IAVZO,Yes,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,2-3 anos,87.475
0526-SXDJP,No,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,+3 anos,41.138888888888886
0529-ONKER,Yes,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,1-2 anos,76.44333333333334
0530-HBKHZ,,Female,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,0-1 ano,24.8
0530-IJVDB,No,Male,No,No,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6,7882.5,+3 anos,112.60714285714286
0531-XBKMM,No,Male,No,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.7,4378.9,+3 anos,66.3469696969697
0531-ZZJWQ,No,Male,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,+3 anos,73.68
0533-BNWKF,Yes,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,+3 anos,88.63090909090909
0533-UCAAU,No,Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,+3 anos,72.63333333333334
0534-JRNIG,,Female,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,0-1 ano,89.39999999999999
0536-ACXIP,No,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,+3 anos,113.40416666666667
0536-BGFMZ,No,Female,No,Yes,No,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,563.05,2-3 anos,20.10892857142857
0536-ESJEP,No,Male,No,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,+3 anos,77.61944444444444
0537-QYZZN,No,Male,Yes,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,1-2 anos,77.40625
0541-FITGH,No,Female,No,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,0-1 ano,56.55
0542-YUDZL,,Female,No,Yes,Yes,14,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.55,372.45,1-2 anos,26.603571428571428
0547-HURJB,No,Male,No,No,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.05,235.8,0-1 ano,19.650000000000002
0548-BCTNE,,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,+3 anos,105.89166666666667
0549-CYCQN,No,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,+3 anos,77.93529411764706
0550-DCXLH,No,Male,No,No,No,13,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.35,931.55,1-2 anos,71.6576923076923
0556-FJEGU,No,Male,No,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,+3 anos,69.80948275862069
0557-ASKVU,No,Female,No,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,1-2 anos,53.172222222222224
0559-CKHUS,No,Female,No,Yes,No,29,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.55,521.8,2-3 anos,17.99310344827586
0562-FGDCR,No,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,+3 anos,75.42569444444445
0562-HKHML,No,Male,No,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),23.9,1626.4,+3 anos,22.907042253521126
0562-KBDVM,No,Female,No,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,+3 anos,43.68785714285715
0564-JJHGS,Yes,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,0-1 ano,92.12222222222222
0564-MUUQK,No,Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,1-2 anos,95.81
0565-IYCGT,Yes,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,+3 anos,77.62971014492753
0565-JUPYD,No,Male,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,+3 anos,104.61587301587302
0567-DLARH,,Female,No,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,2-3 anos,52.05
0567-GGCAC,No,Female,No,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,438.9,0-1 ano,62.699999999999996
0567-XRHCU,No,Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,+3 anos,42.9
0568-ONFPC,Yes,Male,No,Yes,Yes,5,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,0-1 ano,27.0
0570-BFQHT,No,Female,No,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,0-1 ano,72.65555555555555
0572-ZJKLT,No,Female,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,+3 anos,100.65652173913043
0575-CUQOV,No,Male,Yes,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867.0,+3 anos,97.78333333333333
0576-WNXXC,Yes,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,2-3 anos,92.97037037037036
0577-WHMEV,No,Female,No,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,1-2 anos,85.93125
0578-SKVMF,Yes,Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,1-2 anos,83.90454545454546
0580-PIQHM,No,Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,3930.55,+3 anos,95.86707317073171
0581-BXBUB,No,Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,0-1 ano,79.4375
0581-MDMPW,No,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,1-2 anos,86.36458333333333
0582-AVCLN,No,Female,No,No,No,38,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.3,743.05,+3 anos,19.553947368421053
0584-BJQGZ,No,Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,2-3 anos,73.516
0585-EGDDA,No,Male,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,+3 anos,79.21875
0587-DMGBH,Yes,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,0-1 ano,45.69375
0594-UFTUL,No,Male,No,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.85,252.0,1-2 anos,19.384615384615383
0595-ITUDF,No,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,+3 anos,93.1328125
0596-BQCEQ,Yes,Female,No,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,+3 anos,101.34354838709677
0599-XNYDO,No,Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,1-2 anos,77.0175
0601-WZHJF,Yes,Male,No,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,1-2 anos,47.69285714285714
0602-DDUML,No,Female,No,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,+3 anos,68.32280701754387
0603-OLQDC,No,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,0-1 ano,69.79166666666667
0603-TPMIB,No,Female,No,Yes,Yes,59,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.45,1534.05,+3 anos,26.000847457627117
0604-THJFP,No,Female,No,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,+3 anos,76.98898305084747
0607-DAAHE,Yes,Male,No,No,Yes,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1052.35,+3 anos,19.85566037735849
0607-MVMGC,No,Male,No,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,+3 anos,80.01444444444445
0608-JDVEC,No,Male,No,Yes,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.8,1013.2,+3 anos,20.264
0611-DFXKO,Yes,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.45,1-2 anos,91.02250000000001
0612-RTZZA,Yes,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0-1 ano,25.25
0613-WUXUM,No,Female,No,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.2,1401.4,+3 anos,20.02
0616-ATFGB,Yes,Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,0-1 ano,25.05
0617-AQNWT,Yes,Female,No,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,+3 anos,49.1796875
0617-FHSGK,Yes,Male,No,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,+3 anos,75.06734693877551
0618-XWMSS,Yes,Male,No,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,2-3 anos,73.87678571428572
0619-OLYUR,No,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,+3 anos,112.09791666666666
0620-DLSLK,No,Female,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,1-2 anos,79.14615384615385
0620-XEFWH,No,Male,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.85,84.2,0-1 ano,21.05
0621-CXBKL,No,Female,No,No,No,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18.7,1005.7,+3 anos,18.975471698113207
0621-HJWXJ,No,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,+3 anos,79.82619047619048
0621-JFHOL,No,Female,No,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,0-1 ano,29.905
0621-TSSMU,No,Male,No,Yes,No,56,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.95,1126.75,+3 anos,20.120535714285715
0621-TWIEM,Yes,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,0-1 ano,40.260000000000005
0622-OCUQY,,Male,No,No,No,44,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.05,845.25,+3 anos,19.210227272727273
0623-EJQEG,No,Male,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,6069.25,+3 anos,93.37307692307692
0623-GDISB,No,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,0-1 ano,48.45
0623-IIHUG,Yes,Female,Yes,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,1-2 anos,40.00476190476191
0625-AFOHS,No,Female,No,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,558.8,2-3 anos,19.268965517241377
0626-QXNGV,No,Female,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.15,1776.45,+3 anos,24.672916666666666
0628-CNQRM,Yes,Male,No,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,1-2 anos,70.18409090909091
0634-SZPQA,Yes,Female,No,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,1-2 anos,94.33913043478262
0635-WKOLD,No,Male,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,+3 anos,73.04375
0637-KVDLV,Yes,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,0-1 ano,81.225
0637-UBJRP,Yes,Male,No,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,1-2 anos,84.25384615384615
0637-YLETY,Yes,Female,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,1-2 anos,97.228125
0639-QDHAY,,Female,No,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,1-2 anos,85.73863636363636
0639-TSIQW,Yes,Female,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,+3 anos,102.77985074626865
0640-YJTPY,No,Male,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.0,1493.75,+3 anos,20.74652777777778
0641-EVBOJ,No,Male,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,0-1 ano,71.46666666666667
0643-OKLRP,Yes,Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,+3 anos,81.40106382978723
0644-OQMDK,No,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85,0-1 ano,73.4625
0650-BWOZN,No,Female,Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,1-2 anos,75.525
0654-HMSHN,Yes,Male,No,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.95,1-2 anos,102.7595238095238
0654-PQKDW,No,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,+3 anos,68.76532258064516
0655-RBDUG,Yes,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,0-1 ano,101.85714285714286
0655-YDGFJ,No,Male,No,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,2-3 anos,45.6448275862069
0657-DOGUM,No,Female,No,Yes,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.6,2985.25,+3 anos,62.192708333333336
0661-KBKPA,No,Male,No,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,+3 anos,74.38584905660377
0661-KQHNK,No,Female,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.0,105.5,0-1 ano,17.583333333333332
0661-WCQNQ,No,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.2,1-2 anos,58.73636363636364
0661-XEYAN,Yes,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,0-1 ano,25.8
0665-XHDJU,No,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,+3 anos,101.19027777777778
0666-UXTJO,No,Male,Yes,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.2,2874.45,2-3 anos,84.54264705882352
0667-NSRGI,No,Female,No,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.55,3435.6,+3 anos,71.575
0668-OGMHD,No,Female,No,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.35,1-2 anos,29.969047619047622
0670-ANMUU,No,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,6687.85,+3 anos,94.19507042253521
0670-KDOMA,No,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.25,20.25,0-1 ano,20.25
0673-IGUQO,No,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,20.45,0-1 ano,20.45
0674-DGMAQ,No,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,2-3 anos,92.8375
0674-EYYZV,No,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,0-1 ano,54.65
0674-GCDXG,No,Male,No,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,+3 anos,71.0984126984127
0675-NCDYU,No,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,+3 anos,118.65625
0678-RLHVP,No,Female,No,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,+3 anos,107.2122641509434
0679-IDSTG,Yes,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,0-1 ano,69.25
0679-TDGAK,No,Male,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.6,+3 anos,80.512
0680-DFNNY,Yes,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,1-2 anos,100.27
0682-USIXD,No,Female,No,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,1-2 anos,86.61428571428571
0684-AOSIH,Yes,Male,No,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,0-1 ano,95.0
0685-MLYYM,Yes,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,0-1 ano,77.425
0687-ZVTHB,Yes,Male,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,+3 anos,71.59769230769231
